user,text,hashtags,created_at
11elevenuk,"@British_Airways I’m having trouble requesting dietary requirements for flight, please can you help?",[],2021-10-31 09:30:08+00:00
kathrynferg,"@British_Airways seems to be impossible to get through to use our vouchers issued due to covid cancellations, what’s the best way to book?",[],2021-10-31 09:26:48+00:00
jenthemama,@British_Airways are children who have received one vaccine as per UK protocol deemed fully vaccinated for USA attestation?,[],2021-10-31 09:26:36+00:00
AdrianCoxMusic,"@British_Airways I am 1 hour and 10 mins into a phone call waiting for an operator, I have called everyday and waited up to an hour only to be cut off (saying sorry, no one available) for the past 4 days. The live chat told me what I need to do can only be done via phone ☎️",[],2021-10-31 09:26:28+00:00
rosieskelton,"@British_Airways Hello! How do we get hold of you? On hold on the phone for an hour at a time, slipping DOWN the chat from number 16 to number 19....I am travelling with an infant and I need to talk to someone about my seat but it seems impossible to reach anyone.",[],2021-10-31 09:22:06+00:00
MattyCook_6,@British_Airways I DM’d you shortly after this and still no reply?,[],2021-10-31 09:21:40+00:00
itsmeketan,"@British_Airways Coming from London to Mumbai, my bags were delayed n delivered to me after 3 days. On checking after delivery, contents were stolen! That's how BA takes care of your bags that anyone opens your bags and steal contents! Is this how you treat customer bags?",[],2021-10-31 09:21:16+00:00
ninamiles,@British_Airways pretty dire service at Malpensa is it acceptable when you request that your 14 year old daughter to be sat in an aisle seat to place her in the middle especially in the current climate of where we need to keep our young women safe ?,[],2021-10-31 09:19:50+00:00
abdullahjaved26,@British_Airways Do you have Hungarian speaking staff member on each flight from Hungary to UK? Would be good for elderly if they only speak Hungarian and traveling on their own. Thank you 🙏🏽 #customerservice,"[{'text': 'customerservice', 'indices': [192, 208]}]",2021-10-31 09:18:43+00:00
ChrisRawlingson,"@British_Airways @PLAYinCHOC Sorry, BA. Don’t give two unicorns for this gimmick. Please respond to all my messages about my holiday.",[],2021-10-31 09:17:56+00:00
WakenshawClare,@British_Airways morning I have a voucher from a holiday booked to New York in May can I use this on flight only or does it have to be a holiday could you also advise of how to use the voucher it’s just an email thanks,[],2021-10-31 09:12:58+00:00
neena_walia,@British_Airways Tried getting through on the phone for about 3 days … on the phone waiting for 90 mins to book tickets but get cut off ! 4th attempt today - so far waiting 65 mins … flight prices have now increased somewhat - hugely frustrated … reduced people on phone or none?!,[],2021-10-31 09:11:18+00:00
sstmarc,@British_Airways you have charged me twice for my flight and it's impossible to get through to you!!,[],2021-10-31 09:09:03+00:00
paddyrooke,"@British_Airways Been trying to get through on the phone for a week - five attempts, over an hour on hold each time, then cut off. Online agent can’t do anything as I need to redeem voucher over phone. Shocking waste of both BAs time and mine, and no resolution still 🤯",[],2021-10-31 09:09:00+00:00
Iamshaarmaaiin,@British_Airways i have a transit in heathrow for 4hours Do i need a transit visa for it? Thanks!,[],2021-10-31 09:03:12+00:00
scary_biccy,"@British_Airways Been charged twice for a flight I booked last night which crashed and made me reenter my details 🙃 Rang, DM'd and even tried live chat 😭",[],2021-10-31 09:03:03+00:00
AmyClarke293031,@British_Airways my flight has been cancelled and every time I try to call to amend my flight as the option you’ve given isn’t suitable the phone lines are too busy to take my call. I’ve emailed and been told my query cannot be amended via email and to call. What do you suggest?,[],2021-10-31 08:56:36+00:00
lucyemorris,"@British_Airways Hi. Trying to check in online for a flight home to Heathrow tomorrow. Can’t check in until additional information provided…info missing is my address in US! I’m not in, from or travelling to US! Help! Thanks.",[],2021-10-31 08:56:00+00:00
mev202,"@British_Airways Good morning. Quick question, did you extend all AMEX companion vouchers expiry dates recently? Thanks.",[],2021-10-31 08:52:55+00:00
jontyhawes,"@British_Airways We fly tomorrow and you rejected my wife's preflight documents but now we can't amend them (doesn't recognise the tracking number you sent us), submit a new set or get hold of anyone to help us! Please help",[],2021-10-31 08:50:45+00:00
alextoregon,@British_Airways since you don't fly to Belgrade and have some kind of interline agreement with @airserbia you should at least coordinate boarding pass printing to the final destination and to go through madness of LHR. Hopefully you integrate like AA is doing,[],2021-10-31 08:40:07+00:00
screen4dyslexia,@British_Airways It has been 12 days since I emailed you with a complaint that has apparently been registered. I am still waiting for a reply!?!?,[],2021-10-31 08:39:53+00:00
LWiggins18,@British_Airways please advise why the e-vouchers you sent me for covid-related cancellations now not being recognised when trying to rebook. #frustrated #disappointed,"[{'text': 'frustrated', 'indices': [142, 153]}, {'text': 'disappointed', 'indices': [154, 167]}]",2021-10-31 08:36:20+00:00
h786_ali,"@British_Airways BA flight Heathrow to Lahore Pakistan last evening, milk ran out. So no white tea was available. Very bad.",[],2021-10-31 08:30:25+00:00
mcbowbanks,@British_Airways why are DMs ignored for days? Can't get through to a member of staff on phone!,[],2021-10-31 08:29:55+00:00
sander55,@British_Airways help me out. I can’t check in online or in the app. It tells me some error and the “covid” thing is not to be found.,[],2021-10-31 08:28:49+00:00
BarryMagadonna,"@British_Airways is anyone answering your tweets?  I messaged on Thursday, but got no reply…",[],2021-10-31 08:19:36+00:00
ChrisMonk2021,@British_Airways Help! I need to cancel a holiday starting tomorrow morning due to a positive Covid test. Website won't allow me to do it online. Phone lines just hang up.,[],2021-10-31 08:11:03+00:00
mcbowbanks,@British_Airways What documents do my 14 &amp; 17 children need to prove recovery from covid? We are due to fly to NY in December and they will probably test positive as it's within 90 days. Thanks.,[],2021-10-31 08:09:41+00:00
bunchyboo123,@British_Airways Good morning! Are you aware that your evouchers are ending up in JUNK mail?,[],2021-10-31 08:03:11+00:00
miminnoo,@British_Airways trying to get someone to help me. Got reply from email saying i need to visit one of your offices. Cant find any addresses??,[],2021-10-31 07:57:51+00:00
jono_vix,"@British_Airways hi, i am trying to check in online however i keep recieving a message stating “online check-in unavailable, please proceed to the airport”. It’s less than 24 hours to flight departure. Please can you help?",[],2021-10-31 07:56:26+00:00
LiamMcHugh10,@British_Airways @PLAYinCHOC Please reply to my dm,[],2021-10-31 07:53:31+00:00
cjocton,"@British_Airways Please can you tell me will this test allow me to fly to Jamaica on the 13th November? ""Lateral flow test for travel (rapid antigen)""",[],2021-10-31 07:44:00+00:00
pajettbarrow,@British_Airways Flying from Rotterdam to London. Can't check-in online. But also says airport desk and self-service check-in is not available. It's been like this since yesterday. My flight is in 12 hours.,[],2021-10-31 07:38:47+00:00
8onPropertyUK,"@British_Airways Can you help please? Trying to book a reward flight and use my @AmexUK voucher, but it won’t let me apply it (yes, it is in date). I know the website will be down in a couple of weeks, but is there a problem now, or…? Thanks in advance",[],2021-10-31 07:35:38+00:00
Moonchild789,@British_Airways I'm flying from Saudi Arabia to London could you please tell me what I need for pre flight covid test? and what documents can I use to prove I'm fully vaccinated ?,[],2021-10-31 07:34:35+00:00
LeslieW31363657,@British_Airways Why do a Indian seafarer holding ILO ratified CDC transiting London on BA flight require a visa?? Strange request from BA airline counter staff at AMS Airport. Appreciate if such requirements are updated in TIMATIC.,[],2021-10-31 07:32:46+00:00
capetowner1967,"@British_Airways Hello, I need to cancel my booking within the 24h window for a cash refund, not a voucher. How do I go about it?",[],2021-10-31 07:27:32+00:00
GrahamPeterkin,@British_Airways I have done this and still not had any answer!!,[],2021-10-31 07:25:45+00:00
whirling22,"@British_Airways I sent you a message on Wednesday, posted twice since and still haven’t heard back from you. I am in South Africa and you have cancelled my return flight. Please respond urgently.",[],2021-10-31 07:24:47+00:00
NeilAppleby5,@British_Airways @kmacbean123 4 pilots dying like is unheard of. Boycott all airlines insisting pilots stand experimental gene therapy.,[],2021-10-31 07:24:05+00:00
sarah83812259,@British_Airways I have sent you 2 dms to get some advice but have no response can someone please respond as I do need advice and your telephone service is shocking…..,[],2021-10-31 07:23:43+00:00
Tristan80991376,@British_Airways - I need to change my seats to allow my baby and my wife to sit with me. Two separate flight bookings as departing different days. Returning on the same flight. I’ve messaged you,[],2021-10-31 07:17:59+00:00
alibeck42,@British_Airways @petesmithy Surely they would be less busy if you stopped with the nonsense of requiring ppl to call to redeem travel vouchers and converted them to #EVouchers4All,"[{'text': 'EVouchers4All', 'indices': [166, 180]}]",2021-10-31 07:11:47+00:00
GeorgeBTurner,@British_Airways so disappointed with your vegan selection — or complete lack of — in your lounges. I genuinely cannot eat anything other than dry cereal.,[],2021-10-31 07:05:10+00:00
abi_butcher,@British_Airways morning 👋🏻 are you able to tell me how long to allow at Zurich airport for a flight to the UK? Swiss is suggesting three hours which seems a lot - esp since LHR so efficient. Thank you,[],2021-10-31 07:05:03+00:00
YashTha36590340,"@British_Airways waiting for your reply with context to refund ,  Had booked a flight via third party and I get to know that only UK citizen are allowed to board the flight ,why will someone be given to book a flight when he/she is not allowed to travel this is just not cool",[],2021-10-31 07:02:03+00:00
alibeck42,"@British_Airways serious questions; answers appreciated: if I realize my mistake w/in 24 hrs of booking, why am I not able to call &amp; add luggage to my existing ticket? Or at least use a voucher to pay for bags? Non-evouchers have limited practical value! #Bags4Less #EVouchers4All","[{'text': 'Bags4Less', 'indices': [259, 269]}, {'text': 'EVouchers4All', 'indices': [270, 284]}]",2021-10-31 07:01:23+00:00
sl1973sl,@British_Airways I sent you a DM 24 hours ago but I'm still waiting for a reply. Have I wasted my time?,[],2021-10-31 06:29:46+00:00
addygunners,@British_Airways Really disappointing situation at @Schiphol today. More than 50 passengers still waiting to drop their bags and you have 1 normal counter and 3 privilege club counters open. Bag drop officially closes in 13 mins. 50 bag drops in 13 mins. Up for some record!,[],2021-10-31 05:53:44+00:00
KateBarnesQuin1,"@British_Airways Would love to know how to get through to customer services.  Been trying for 2 weeks now.  Website says call number...number says too busy.  So, as you ask, I am tweeting you. Flying soon 😬",[],2021-10-31 05:42:08+00:00
raghav_sanghi,"@British_Airways - your website and app is unable to display any flights. Tried changing cities and dates, still same issue. https://t.co/BiK2fQBdyC",[],2021-10-31 05:41:33+00:00
nirmalavodafone,@British_Airways Have the London airport taxes reduced ??,[],2021-10-31 04:38:38+00:00
Caitlinh24,"@British_Airways My iPad, chargers, adapters and prescriptions were stolen from my checked bag. I triple checked to make sure they are there and when I got to the UK, they were gone. It's a nightmare. Those meds are medically necessary but are controlled substances. I was in",[],2021-10-31 03:46:55+00:00
makoskoff,@British_Airways do you all have a chat feature for reservations?,[],2021-10-31 03:45:36+00:00
ritesh214,@British_Airways Will the British apologize for the crimes committed against India and Indians,[],2021-10-31 03:35:57+00:00
capooja111,"@British_Airways I am travelling from mumbai (india) to toronto via london (4.5 hours layover) through british airlines  I am fully vaccintated, have indian passport and canadian PR  - Do i have to cross uk border control at heathrew airport to get covid test.",[],2021-10-31 03:10:00+00:00
Caitlinh24,@British_Airways I flew business class yesterday on flight 284 from SFO to Heathrow. The one that was delayed. I am missing items from my checked luggage. Two were prescriptions. I had two bottles of Xanax and one of elavil. At least one is a heavily controlled substance. I am paying,[],2021-10-31 02:03:52+00:00
KhEvans70,@British_Airways Already did @seandoyle but no one bothered to follow up #clubclass #scandal abs also was offered sourdough #natashaslaw,"[{'text': 'clubclass', 'indices': [73, 83]}, {'text': 'scandal', 'indices': [84, 92]}, {'text': 'natashaslaw', 'indices': [124, 136]}]",2021-10-31 01:11:31+00:00
wendyyee1,"@British_Airways Hi, can I bring a checked in luggage + one small box which weighed within the luggage allowance for my upcoming trip as I already have one hand carry, cabin size luggage with me? Thanks",[],2021-10-31 01:07:22+00:00
ChoudharyRakesh,@British_Airways Why are you running out dated worn-out fleet on LHR - Delhi route. Do Indian don't deserve a better experience. Or is it just another racism from a British company. Why not Dreamliner or A350. @PMOIndia @DGCAIndia  @BorisJohnson @SkyNews @JM_Scindia,[],2021-10-31 00:59:20+00:00
NicolaMac,"@British_Airways Hello, can I ask what type of Covid test do you have to provide to your airline for flights to the United States? Thank you",[],2021-10-31 00:21:30+00:00
cazdaisyrock,"@British_Airways hey, just got back on BA2601. Shocking check in &amp; then aboard nothing on sale for 4 hour flight. Could stock better, or warn people at check in desk? #britishairways","[{'text': 'britishairways', 'indices': [171, 186]}]",2021-10-31 00:07:44+00:00
sim_j24,"@British_Airways @British_Airways It's sorted, thanks",[],2021-10-30 23:36:27+00:00
softdivvy,@British_Airways nice britain  what pronoun,[],2021-10-30 23:34:42+00:00
marlagrwyson,"@British_Airways i’ve been trying to book a flight for hours now and the website keeps crashing when i reserve my seats, pls help!!!",[],2021-10-30 23:33:16+00:00
wtfstephen,@British_Airways How do I book a spa package using my avios miles? Part of the executive club. Incredibly confused by your website. Need a step by step walk thru. Couldn’t even submit an email form.,[],2021-10-30 23:24:18+00:00
HarralLydia,@British_Airways Thanks I’ve direct messaged you,[],2021-10-30 23:21:00+00:00
ryankerr10,@British_Airways DM’d you 4 days ago and still no response to your ridiculous rearranged connecting flight #britishairwayscrew  #ba,"[{'text': 'britishairwayscrew', 'indices': [107, 126]}, {'text': 'ba', 'indices': [128, 131]}]",2021-10-30 23:13:51+00:00
RabinovitchAdam,@British_Airways is your iOS app down you can’t login,[],2021-10-30 22:48:41+00:00
ryankendall746,@British_Airways @Virgin Hello. I have sent you a private message and no reply again?,[],2021-10-30 22:48:36+00:00
Lxminryn,"@British_Airways  At the moment, Is British Airways boarding Indian passport passengers (who are foreign residents-Canadian PR holders) into flight departing from BOM to YYZ via LHR? If yes, do you need transit visa or negative RT-PCR for layover?",[],2021-10-30 22:44:02+00:00
AnastasiaArsan,"@British_Airways trying to book a flight- fails every time  just after confirming my details, won't take me to payment page, is the website down? Also my voucher is valid until 2023 but says the number is invalid? please help! thanks x",[],2021-10-30 22:40:50+00:00
Markjeffries1,@British_Airways Lounge at #BOS Boston Logan has reopened. A sense of normality returns along with a brilliant and very happy team. https://t.co/CREA1HHHP8,"[{'text': 'BOS', 'indices': [27, 31]}]",2021-10-30 22:31:26+00:00
mememe19756743,@British_Airways can you confirm I don’t need a pre flight pcr for a domestic flight?,[],2021-10-30 21:51:35+00:00
carmelbrady,"@British_Airways I am in a frustrating cycle where my voucher codes are not accepted when booking, unable to get through on phone and no response to to email/letter. I’m really at my wits end! Can you please help me??",[],2021-10-30 21:47:16+00:00
AlistairJagger,@British_Airways I DM’d you three days again and still awaiting a response?,[],2021-10-30 21:28:45+00:00
wheatonjj,@British_Airways I have spent three hours on the phone to you today trying to book an Avion ticket that can’t be booked online.  Each time I wait patiently on hold for an hour and then you guys disconnect me.   Can we have someone call me so I can get this holiday booking done?,[],2021-10-30 21:17:22+00:00
Sharong09952557,@British_Airways hello British airways still waiting for my refund still no one has contacted me! Still can’t get through on the phone!! What is going on been 2 months now????,[],2021-10-30 21:13:26+00:00
Mishra_Puluck,@British_Airways Please confirm if i need to do PCR Test for 4 months old baby.I will be traveling with BA on 16th OCT from LHR to BOM.,[],2021-10-30 21:04:59+00:00
harfordskate,@British_Airways after waiting at baggage claim in LHR for an hour w/ several other people. We were informed that our bags had not been loaded onto the plane from Santorini. This is incredibly inconvenient and stressful for us not having necessities we need for our onward journey,[],2021-10-30 20:56:20+00:00
alexgoosey,@British_Airways hi need to speak to someone fairly urgently as I fly out next Saturday. You’ve changed my flight times substantially but haven’t changed the transfer times. Please can someone help?,[],2021-10-30 20:43:16+00:00
kencodynz,@British_Airways There was no option to submit any travel documents. Was there supposed to be? I've wasted a couple of hours trying to figure out why I can't check-in online. The error message gave no indication why so how am I supposed to know what the issue is or if there is even one at all.,[],2021-10-30 20:37:29+00:00
pollypocket87,@British_Airways trying to long haul book flights and your seating plan is not loading so cannot confirm! Help please!,[],2021-10-30 20:37:18+00:00
nejperry,@British_Airways Are you having computer issues?  I can't access my account even though logged in nor can I make an Avios booking?,[],2021-10-30 20:37:02+00:00
VictorMurga1,@British_Airways When will BA get @AaronRamsdale98 for a commercial. Can't get more BA tan his flying saves,[],2021-10-30 20:36:31+00:00
JoshuaEbanks3,@British_Airways Is there an explaination as to why my luggage has been lost twice within the same trip? 1 LGW to Thira and back to LGW? I have spent so much wasted money and time to compensate for these major inconveniences. FYI - other passengers also had the same issue.,[],2021-10-30 20:35:40+00:00
guyrobins01,@British_Airways your website has crashed. When will it come back up? https://t.co/l4cgqmTTGN,[],2021-10-30 20:17:11+00:00
RemiTuyaerts,@British_Airways @MrsFordy What if you want to checkin with an extra bag? Are we going to get overcharged the airport fee?,[],2021-10-30 20:15:28+00:00
ricwang666,"@British_Airways appreciate if someone kindly respond to my complaint, Incident: 211014-002223. Rather than just have someone fobbed me off?",[],2021-10-30 20:15:06+00:00
MrsFordy,"@British_Airways Ok, thanks Neil",[],2021-10-30 19:53:32+00:00
kencodynz,@British_Airways what the hell does this mean? Any chance you can explain as there is absolutely no information to help me understand why I can't check in online! Have I missed something? Is there an issue? Can you be anymore useless? https://t.co/jRzAEkV66I,[],2021-10-30 19:51:17+00:00
MrsFordy,"@British_Airways Hi Neil, It is a return flight. It is the error message we are getting. We have all the correct paperwork so why isn’t there an option to upload it? My concern is that we won’t get seats near our children.",[],2021-10-30 19:41:12+00:00
clari_deMairena,"@British_Airways I did, I sent a DM at the moment, one week later I am still waiting for a reply. And ya out this tweet, check the dates, you reply me the next day after my flight so useless service",[],2021-10-30 19:38:52+00:00
adamquinton,@British_Airways Thank you. Waiting for the DM!,[],2021-10-30 19:33:04+00:00
Dadrowe,@British_Airways trying to use my evouchers but keeps blocking me. I think BA are making it difficult to use them,[],2021-10-30 19:21:39+00:00
adamquinton,@British_Airways Per the prior tweet … I am booking in to an existing reservation less than 24hrs before departure. I am not making a booking.,[],2021-10-30 19:19:41+00:00
Plani1988,@British_Airways I’ve been trying to get support for almost 3h and no one is replying can someone please help,[],2021-10-30 19:05:12+00:00
lcrzbrg,@British_Airways Hmm it was always departing from Heathrow T5 well it was when I booked it 😅 maybe it’s just the route that’s changed! I’ll DM you thanks,[],2021-10-30 18:59:52+00:00
Oystersandchamp,"@British_Airways seriously BA, is this good enough ? Business class from Marseilles to LHR, actually DISGUSTING ! https://t.co/pBCabM9ZnI",[],2021-10-30 18:58:09+00:00
RenataFarah_,"@British_Airways one more protocol opened through @Decolar . I’ve already waited 4 months. That’s all the protocol I have opened, nobody could solve my issue tough  CF-1822162 CO-188589750104 CF-1838972 CF-1855114 CO-188912123872  CF-1904390 CF-1904390",[],2021-10-30 18:57:47+00:00
claseymour,@British_Airways Cont. - Redirected by BA on the phone to Hamburg airport where have filed a report but can’t speak to anyone till Monday. Is there anyone from BA in Hamburg we can speak to about this? Really would love to get the bag back as has presents from grandparents.Thanks,[],2021-10-30 18:55:41+00:00
claseymour,"@British_Airways Hi BA, accidentally left our carry on bag at security at Hamburg airport today. Told by BA crew member it was found and would be put on a subsequent flight. Family member who went to Hamburg airport told it had been handed to BA and so not able to give it to him.",[],2021-10-30 18:52:22+00:00
mattwaterman,"@British_Airways Wife has a NHS covid recovery travel pass, does she need a pre departure test ?",[],2021-10-30 18:46:12+00:00
chenzh2025,@British_Airways Eyes on u. https://t.co/kL0c7F1UCO,[],2021-10-30 18:43:32+00:00
adamquinton,@British_Airways I am trying to book into a flight to the US tomorrow but can’t - it says I need a visa/esta/green card… but I have a US passport and there is no option to provide that! I have tried the chat bot but it is hopeless and when I call BA there is no one taking calls!,[],2021-10-30 18:39:24+00:00
KJButler13,"@British_Airways another great BA nonsense. I see many more losing patience. All VeriFly info submitted and still can't check in although cleared to fly.  So, I've given MY data to a 3rd party for no reason and face mayhem queues tomorrow. Nice work again BA!! Useless system",[],2021-10-30 18:39:03+00:00
mattwaterman,@British_Airways @andrew_c0wan I’m fully vacs travelling with kids under 17 forcing me to get a pre departure test to check in for full family of 4 Gov UK rules say I don’t need pre tests flying from Mexico to the UK … Also my wife and I have covid travel passes as we had covid under 90days,[],2021-10-30 18:38:25+00:00
BlindMarge,@British_Airways can someone please contact me. Im having a lot of trouble trying to speak with someone re rebooking a flight. Thanks,[],2021-10-30 18:37:41+00:00
elfemino,@British_Airways Do you have any plans to extend the vouchers issued for the March 2020 flight cancellations? Otherwise it seems like these are useless vouchers if people cannot fly due to pandemic reasons,[],2021-10-30 18:36:57+00:00
mattwaterman,"@British_Airways Verifly breaking UK Gov rules forcing people to get a pre departure test from Green counties to UK.. Even my kids under 17 says can’t check in without test results, I’m also double jabbed won’t let me check in without tests … Crap app making BA look bad .",[],2021-10-30 18:35:54+00:00
elfemino,@British_Airways Hi! You issued a voucher with an expiry date that expires early 2022 &amp; I’m unsure if you are aware but some people can’t travel right now because there is a pandemic.,[],2021-10-30 18:33:13+00:00
Goatmasterfunk,@British_Airways Hi - who do I contact to arrange a refund of an eVoucher?,[],2021-10-30 18:32:48+00:00
imsomil,@British_Airways Ha ha..   come up with something better ...  That looked as a joke refusing to connect the reality with future.,[],2021-10-30 18:28:57+00:00
lcrzbrg,"@British_Airways hey, I am flying on BA2672 tomorrow and it says rerouted - what does that mean? Is there now a stop somewhere or is it just a different flight path?",[],2021-10-30 18:25:10+00:00
gordon_hutch,"@British_Airways Any issues with your IT/on-line check-in, neither app nor website recognised my booking and now I’m unable to access for 24 hours.",[],2021-10-30 18:17:13+00:00
LindaSi90218501,@British_Airways is the A380 going to be flying to Johannesburg in January?,[],2021-10-30 18:12:58+00:00
andyhove,"@British_Airways  hi,  my flight from Tenerife to London Heathrow on Thursday Nov4th is showing as re routed . BA2731  But the details showing are still the same? Any help/info would be great , thanks",[],2021-10-30 18:12:48+00:00
izmac58,@British_Airways poor organisation! Once again passengers asked to put hand luggage in hold. Some passengers who don’t want to put luggage in hold are made to. Others can take luggage on with them. Airport staff stressed. Very disappointing.,[],2021-10-30 17:56:33+00:00
Closealdo,"@British_Airways your flight crew on BA0649 (12.55) to Heathrow were fantastic. Sophie was outstanding! She helped us twice, getting our children sat together &amp; trying to get our phone back (consoling partner when not possible)",[],2021-10-30 17:52:43+00:00
Moonchild789,@British_Airways I'm flying from Saudi Arabia to London could you please tell me what I need for pre flight covid test? and what documents can I use to prove I'm fully vaccinated?,[],2021-10-30 17:50:38+00:00
NeuroDocLucia,@British_Airways Does the flexible booking policy include BA CityFlyer flights?,[],2021-10-30 17:50:00+00:00
DrScrabble,"@British_Airways i am still waiting for someone to make contact with me regarding my booking which I need to change. You are replying to more recent tweets but not to mine. Please get in touch with me ASAP. Details of ticket, etc and in your inbox. Please help. Executive member.",[],2021-10-30 17:49:49+00:00
italyfreak,@British_Airways i have just hung on the phone to book a rewards avios flight for an hour. after a further five minutes your end disconnected.     i can’t do it online as i need some assistance with my companion voucher.  any different phone number or advice on what time to try,[],2021-10-30 17:47:12+00:00
swruser,@British_Airways euro economy very unpleasant now.  Very little food on offer. No ice.  Ran out of tonic.  It’s a mess.,[],2021-10-30 17:43:26+00:00
ScotIncGrowth,"@British_Airways so, are all bookings with avios suspended until Nov 17th ?",[],2021-10-30 17:41:48+00:00
LucyWernerPR,@British_Airways what do I if you have charged me three times for the same flight? I don’t want a voucher.,[],2021-10-30 17:36:03+00:00
Weird_buzz,@British_Airways Hello hello can we get an update please ☺️,[],2021-10-30 17:29:06+00:00
lpcollier,"@British_Airways @petesmithy Surely you can do better than ""keep trying"", Amy at BA? We've spent all day trying, tomorrow we will try again, then Monday we have to actually go to work so that's it for this week in terms of ""trying"".",[],2021-10-30 17:24:38+00:00
lpcollier,"@British_Airways it's odd to claim ""her 24 hours a day"" and not reply to tweets and DMs from this morning. Tried again for a second time, seems your phone system automatically drops the call after 60 minutes. Abysmal customer service.",[],2021-10-30 17:20:28+00:00
zincFinger,"@British_Airways hey, why are you preventing Indian nationals from travelling through London to the US? When the Indian national has an US visa",[],2021-10-30 17:14:15+00:00
Sdot09,@British_Airways doing there best to show how not to do customer service to the world with all their customers. Bet @VirginAtlantic are easier to get hold of and don’t blame covid for having no customer service staff,[],2021-10-30 17:11:33+00:00
sophierose233,@British_Airways We have received nothing from you. We filled in a paper form and did not get any reference number. This is massively disappointing. I haven’t even heard from BA to tell me they’re even looking for the bags,[],2021-10-30 17:08:35+00:00
sophierose233,@British_Airways hello. My mum and I flew into Munich this morning on BA 0960. Our bags did not arrive - neither did half of the plane’s. We filled out a form but no communication from you guys. Please help.,[],2021-10-30 17:02:13+00:00
oxtedwasp35,"@British_Airways @petesmithy He's not asking to book it through Twitter, he simply wants to talk to you!",[],2021-10-30 17:02:02+00:00
maurice_chavez,@British_Airways is there an app problem. I can’t seem to log in?,[],2021-10-30 17:01:44+00:00
PunkRaura,@British_Airways I called on Thurs asking you to cancel the rebooked flight that you got for me after my initial flight was cancelled. I wanted you to cancel the rebooked outbound flight not the inbound&amp; was told you’d get back to me. When will I hear? I need to book new flights!,[],2021-10-30 16:58:07+00:00
yaiyson,"@British_Airways We booked through a TA and due to GDPR they can not make changes to our flight. When calling your company, you say you cannot assist either. Help??",[],2021-10-30 16:53:20+00:00
petesmithy,@British_Airways That's cold,[],2021-10-30 16:52:57+00:00
garethbatty,@British_Airways Pls can you explain the point of checking in 24hrs in advance when NCE airport won’t allow you to drop bags until 2 hrs before the flight. Twice been turned away from the BA desks and no queue.,[],2021-10-30 16:50:20+00:00
ezmedia,@British_Airways  Check with the Cockroach. https://t.co/sDbTpTYNtk,[],2021-10-30 16:48:44+00:00
petesmithy,@British_Airways Need to book it via the Exec Club 'cos I'm trying to redeem Avios and a Future Travel Voucher is there not a different number to try than 0844 493 0 747 this is soul-crushing..,[],2021-10-30 16:48:21+00:00
seabers,@British_Airways no seat changes available,[],2021-10-30 16:48:14+00:00
seabers,@British_Airways not to mention my 14 year old daughter is 5 rows back!,[],2021-10-30 16:47:48+00:00
seabers,@British_Airways how can you have put my 12 year old son on his own 14 rows away from me in a middle seat on an evening flight back from turkey where pretty much all the adults on board will have has access to all inclusive free drink all day. Surely a safeguarding issue.,[],2021-10-30 16:45:54+00:00
petesmithy,"@British_Airways I've been on hold on the phone for *4 hours* today trying to book a flight -- impossible, what's going on? No answer and calls time out after 60 mins of being on hold. Can I get some help..??!!!",[],2021-10-30 16:43:09+00:00
Plani1988,"@British_Airways  can someone help, I’m flying in less than 24h and I can’t check-in online",[],2021-10-30 16:41:46+00:00
paulswaddle,"@British_Airways I am flying, hopefully to Melbourne on 19 Dec. 2nd leg of my flight is Qantus. Can book seats online, phone BA they say use Qantus site...that say booked with BA so use their site?! Help.",[],2021-10-30 16:36:18+00:00
bryony_travel,@British_Airways How long does it take for flights to acknowledged for tier points. I flew LGW ANU on 28 October and not showing on my account yet. This flight should take me to bronze and I can prebook my seats for return on 05 November,[],2021-10-30 16:34:59+00:00
ClaraCouchCASA,@British_Airways What's the best way to get hold of customer services?  Been trying for 2 days and no success on Twitter DM or Facebook DM?  Thanks very much for your help.,[],2021-10-30 16:33:35+00:00
IAmCharlieC,@British_Airways @RichardJSimmons We were emailed by BA asking us to use VeriFLY. We did. Gave all the PII - spent ages taking photos… and then at airport - nothing. No need for the app. Waste of time. Please BA stop pushing this crap.,[],2021-10-30 16:30:48+00:00
Plani1988,@British_Airways  I am flying to Spain in less than 24h and I can’t complete my online check-in despite having uploaded all info can someone please help,[],2021-10-30 16:29:59+00:00
Abdulghani9724,"@British_Airways Hi I booked an international flight with and It is on the 4th of November. I need to delay it to January. I tried to log in to my booking.. However, the reference number of my flight is not written in the email I received from the travel agent. Help me please!",[],2021-10-30 16:29:50+00:00
Stephen86898116,@British_Airways As I have no other way of discussing the issue with you consider this notice of my intention to take matters further.,[],2021-10-30 16:24:52+00:00
Hadi_bumajdad,@British_Airways @PLAYinCHOC Rehlat doesn't respect their customers I have an open case for more than 10 months and I contacted them more than 50 times and they promise to refund me my cancelled ticket but they didn't until today @Rehlat,[],2021-10-30 16:14:29+00:00
DocMisra,"@British_Airways No, Plaza Premium Lounge is very much open- check again!",[],2021-10-30 16:10:10+00:00
Speecho,"@British_Airways Hi there, do you think you will start operating direct BA flights to Seoul again next year?",[],2021-10-30 16:09:30+00:00
IAmCharlieC,@British_Airways why why why did you tell us to do some app called VeriFLY - which was pretty annoying to use - had to hand over a ton of PII - and in the end at the airport was no use!!!!,[],2021-10-30 15:55:43+00:00
